TC,LOC,SC,E
org.apache.commons.collections4.bag.TreeBagTest#testCollections555,7,1,198.866898
org.apache.commons.collections4.ClosureUtilsTest#testSwitchMapClosure,31,0,207.468353
org.apache.commons.collections4.TransformerUtilsTest#testFactoryTransformer,7,6,214.471024
org.apache.commons.collections4.set.TransformedNavigableSetTest#testTransformedSet_decorateTransform,11,4,214.149872
org.apache.commons.collections4.QueueUtilsTest#testTransformedQueue,6,0,209.877792
org.apache.commons.collections4.TransformerUtilsTest#testIfTransformer,14,10,217.246765
org.apache.commons.collections4.functors.AbstractCompositePredicateTest#nullElementsInArrayToGetInstance,3,0,211.113281
org.apache.commons.collections4.FactoryUtilsTest#instantiateFactoryNoConstructor,3,1,199.085587
org.apache.commons.collections4.map.ListOrderedMapTest#testValueList_removeByIndex,8,16,219.78624
org.apache.commons.collections4.map.LinkedMapTest#testInitialCapacityZero,4,2,221.977188
org.apache.commons.collections4.map.MultiValueMapTest#testRemoveAllViaIterator,9,9,222.584946
org.apache.commons.collections4.PredicateUtilsTest#testInvokerPredicate,6,4,217.415863
org.apache.commons.collections4.bloomfilter.BitMapTest#testNumberOfBitMaps,10,11,211.561371
org.apache.commons.collections4.iterators.SkippingIteratorTest#testNegativeOffset,3,0,199.402206
org.apache.commons.collections4.FluentIterableTest#collate,9,5,218.047134
org.apache.commons.collections4.functors.AllPredicateTest#emptyCollectionToGetInstance,4,1,219.71608
org.apache.commons.collections4.FluentIterableTest#eval,10,13,216.144501
org.apache.commons.collections4.iterators.LoopingIteratorTest#testSize,13,14,196.577393
org.apache.commons.collections4.queue.UnmodifiableQueueTest#testOffer,5,0,220.467285
org.apache.commons.collections4.iterators.LoopingListIteratorTest#testJoggingNotOverBoundary,11,12,210.244293
org.apache.commons.collections4.properties.EmptyPropertiesTest#testReplace,3,0,209.402435
org.apache.commons.collections4.ListUtilsTest#testLongestCommonSubsequence,17,11,223.926697
org.apache.commons.collections4.TransformerUtilsTest#testInvokerTransformer,8,7,206.25531
org.apache.commons.collections4.set.ListOrderedSet2Test#testOrdering,25,0,206.917847
org.apache.commons.collections4.map.Flat3MapTest#testSerialisation4,26,21,227.540482
org.apache.commons.collections4.iterators.LoopingListIteratorTest#testSet,15,10,196.294724
org.apache.commons.collections4.PredicateUtilsTest#testAnyPredicate,35,15,226.548264
org.apache.commons.collections4.iterators.AbstractListIteratorTest#testAddThenRemove,8,0,210.345123
org.apache.commons.collections4.map.ReferenceIdentityMapTest#testNullHandling,13,9,224.336975
org.apache.commons.collections4.FluentIterableTest#size,4,6,214.136765
org.apache.commons.collections4.MapUtilsTest#testGetLongValue,19,23,212.011536
org.apache.commons.collections4.map.StaticBucketMapTest#test_containsKey_nullMatchesIncorrectly,9,4,221.831818
org.apache.commons.collections4.set.UnmodifiableSetTest#testDecorateFactory,5,1,209.041687
org.apache.commons.collections4.CollectionUtilsTest#testTransformedCollection,5,1,215.229279
org.apache.commons.collections4.BagUtilsTest#testPredicatedBag,5,0,209.906372
org.apache.commons.collections4.MapUtilsTest#testToProperties,10,4,223.843201
org.apache.commons.collections4.iterators.FilterListIteratorTest#testEvens,4,1,218.911087
org.apache.commons.collections4.bidimap.AbstractSortedBidiMapTest#testBidiRemoveByHeadMap,37,0,208.630966
org.apache.commons.collections4.MapUtilsTest#testLazyMapFactory,10,5,222.160217
org.apache.commons.collections4.map.AbstractMapTest\$TestMapEntrySet#testMapEntrySetRemoveNonMapEntry,8,0,216.302185
org.apache.commons.collections4.multimap.ArrayListValuedHashMapTest#testEqualsHashCodeContract,13,4,225.054794
org.apache.commons.collections4.IteratorUtilsTest#testFilteredListIterator,7,0,223.769348
org.apache.commons.collections4.IteratorUtilsTest#testGetAtIndexFromIterator,9,5,209.561325
org.apache.commons.collections4.list.CursorableLinkedListTest#testInternalState_CursorNextNextNextRemoveIndex1ByList,19,17,213.24147
org.apache.commons.collections4.CollectionUtilsTest#testHashCodeNullEquator,3,1,221.192398
org.apache.commons.collections4.map.TransformedMapTest#testTransformedMap,35,35,221.133118
org.apache.commons.collections4.collection.PredicatedCollectionBuilderTest#createPredicatedCollectionWithNotNullPredicate,13,0,224.10968
org.apache.commons.collections4.IteratorUtilsTest#testUnmodifiableMapIterator,6,0,225.77858
org.apache.commons.collections4.FluentIterableTest#iterator,6,6,216.231628
org.apache.commons.collections4.iterators.CollatingIteratorTest#testIterateEvenOdd,9,10,202.764923
