TC,LOC,SC,E,P,T,E/SC,P/SC,T/SC,E/(SC/Loc),P/(SC/Loc),T/(SC/Loc),AR,ET,MG,ST,UT,RA,DepT,MNT,CTL,EmT,GF,IgT,SE,VT,DT,RO,DA,EH,CI,RP,LT
org.apache.commons.imaging.formats.tiff.photometricinterpreters.floatingpoint.PhotometricInterpreterFloatTest#testGetMaxFound,5,3,192.85907,11.887966,16.170216,64.28635666666666,3.9626553333333336,5.390072,321.4317833333333,19.813276666666667,26.95036,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
org.apache.commons.imaging.color.ColorCieLuvTest#testLAssignment,3,2,193.292282,11.725454,16.486142,96.646141,5.862727,8.243071,289.938423,17.588181,24.729213,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
org.apache.commons.imaging.formats.bmp.BmpWriterRgbTest#testGetImageData,9,8,192.846588,11.777088,16.406367,24.1058235,1.472136,2.050795875,216.9524115,13.249224,18.457162875,4,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
org.apache.commons.imaging.palette.SimplePaletteTest#testGetPaletteIndexReturningNegative,6,5,191.058167,11.923459,16.05807,38.2116334,2.3846917999999997,3.211614,229.26980039999998,14.308150799999998,19.269684,2,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
org.apache.commons.imaging.formats.jpeg.iptc.IptcParserTest#testSkipBlockTypes,18,8,189.216965,11.778212,16.007063,23.652120625,1.4722765,2.000882875,425.73817125,26.500977000000002,36.01589175,2,0,1,0,0,0,0,2,2,0,0,0,0,0,0,1,0,0,0,0,0
org.apache.commons.imaging.formats.jpeg.decoder.JpegDecoderTest#testDecodeBadFile,5,2,201.816544,11.822191,17.237045,100.908272,5.9110955,8.6185225,504.54135999999994,29.5554775,43.092612499999994,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
org.apache.commons.imaging.formats.png.chunks.PngChunkScalTest#testConstruct_InvalidDblValue,3,1,192.52977,11.889009,16.157918,192.52977,11.889009,16.157918,577.5893100000001,35.667027000000004,48.473754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
org.apache.commons.imaging.color.ColorCmykTest#testCAssignment,3,2,196.146423,11.777685,16.669215,98.0732115,5.8888425,8.3346075,294.21963450000004,17.6665275,25.003822500000002,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
org.apache.commons.imaging.color.ColorHslTest#testLAssignment,3,2,192.503265,11.695144,16.364627,96.2516325,5.847572,8.1823135,288.7548975,17.542716000000002,24.546940499999998,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
org.apache.commons.imaging.color.ColorHsvTest#testHashCodeAndEquals,4,3,189.493881,11.73947,16.181985,63.164626999999996,3.913156666666667,5.393995,252.65850799999998,15.652626666666668,21.57598,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
